NetworkIPv4_CIDR;SerialNumber;CountryName;CountryCode;RegionName;RegionCode;CityName;Latitude;Longitude
10.210.22.0/24;13227;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.23.0/25;13246;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.23.128/25;13345;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.24.0/24;13429;Poland;PL;Opole Voivodeship;79;Opole;50.663000000000004;17.9146
10.210.25.0/24;13426;Poland;PL;Opole Voivodeship;79;Opole;50.663000000000004;17.9146
10.210.26.0/26;13354;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.26.64/27;13347;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.26.96/27;13348;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.26.128/26;13226;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.26.192/27;13346;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.27.0/26;13358;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.27.64/26;13359;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.27.128/27;13360;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.27.160/27;13362;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.27.192/27;13367;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.27.224/28;13231;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.27.240/28;13371;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.28.0/22;13349;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.32.0/24;13252;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.33.0/24;13249;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.34.0/24;13225;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.35.0/24;13263;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.37.64/28;13315;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.39.192/26;13256;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.40.128/26;13222;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.40.248/29;13223;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.41.0/25;4376;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.210.41.128/25;4374;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.210.42.0/23;12330;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.210.44.0/23;12329;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.210.46.0/24;13420;Poland;PL;Opole Voivodeship;79;Opole;50.663000000000004;17.9146
10.210.47.0/24;13230;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.48.0/27;13336;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.48.32/29;13397;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.48.48/28;13432;Poland;PL;Opole Voivodeship;79;Opole;50.663000000000004;17.9146
10.210.48.64/27;13424;Poland;PL;Opole Voivodeship;79;Opole;50.663000000000004;17.9146
10.210.48.96/28;13184;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.49.0/29;13402;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.49.8/29;13396;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.49.16/29;13355;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.49.24/29;13324;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.49.32/29;13325;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.49.40/29;13326;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.49.48/29;13329;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.49.56/29;13331;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.50.0/24;13380;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.52.0/22;13373;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.56.0/29;13332;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.60.160/29;13173;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.60.192/29;13180;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.60.200/29;13100;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.60.208/29;13216;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.61.32/27;13229;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.63.0/25;13393;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.63.128/28;13228;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.63.163/32;12655;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.210.63.224/28;13333;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.63.240/28;13254;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.64.0/29;13083;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.64.11/32;12623;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.210.64.240/28;13003;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.65.0/24;13087;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.66.0/26;13063;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.66.64/26;13094;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.66.128/26;13055;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.66.192/26;13070;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.67.0/24;13071;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.68.0/27;13086;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.68.32/27;13078;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.68.64/28;13029;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.68.96/27;13031;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.68.128/27;13032;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.69.192/29;13147;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.69.208/29;13423;Poland;PL;Opole Voivodeship;79;Opole;50.663000000000004;17.9146
10.210.70.0/23;13056;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.72.0/25;13019;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.72.128/25;13059;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.73.0/25;13082;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.74.0/23;13052;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.76.0/22;13076;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.80.0/26;13221;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.80.64/26;13217;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.80.128/27;3502;India;IN;Maharashtra;16;Pune;18.5213;73.8523
10.210.80.160/27;3501;India;IN;Maharashtra;16;Pune;18.5213;73.8523
10.210.80.192/27;13220;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.80.224/28;13075;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.81.0/24;13089;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.82.0/24;13088;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.83.0/24;13081;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.84.0/24;13080;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.85.0/24;13033;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.86.0/24;13030;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.87.0/24;13079;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.88.0/22;13027;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.92.0/25;13028;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.93.0/24;13025;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.94.0/27;13024;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.100.0/28;13172;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.100.16/28;13407;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.100.32/29;13408;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.105.0/28;13171;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.110.0/23;13224;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.112.0/28;13170;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.130.0/24;13406;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.148.0/27;13116;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.148.64/27;13267;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.150.0/25;13451;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.155.16/28;13334;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.160.0/27;13457;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.160.40/29;13456;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.160.48/29;13459;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.161.0/24;13452;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.162.0/24;13453;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.163.0/24;13454;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.164.0/26;13455;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.164.64/28;13458;Romania;RO;Suceava;34;Suceava;47.4366;25.9846
10.210.166.0/27;13268;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.166.32/27;13356;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.170.0/27;11843;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.210.190.0/24;13314;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.192.0/26;13290;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.192.64/27;13289;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.192.96/27;13233;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.193.0/24;13238;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.194.0/23;13237;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.196.0/25;13313;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.196.128/25;13258;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.197.0/24;13242;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.198.0/24;13241;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.199.0/25;13239;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.200.0/26;13260;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.200.128/25;13257;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.201.0/25;13243;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.201.128/25;13240;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.202.0/24;13235;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.203.0/24;13236;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.204.0/28;13234;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.252.0/25;13374;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.0/28;13387;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.16/28;13372;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.64/27;13370;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.96/29;13369;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.104/29;13368;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.112/28;13357;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.128/29;13379;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.144/29;13395;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.168/29;13388;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.184/29;13382;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.192/29;13014;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.253.200/29;13389;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.253.208/29;13013;Poland;PL;Lesser Poland;77;Krakow;50.0563;20.1322
10.210.254.0/25;13375;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.210.254.128/25;13394;Poland;PL;Silesia;83;Katowice;50.2646;19.0998
10.211.0.0/24;11671;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.1.0/24;12587;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.2.0/27;4993;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.2.32/27;4992;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.3.0/24;12588;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.4.96/28;11723;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.5.0/24;12589;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.6.0/24;12590;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.7.0/24;12591;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.8.0/24;12592;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.9.0/24;12593;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.10.0/24;12594;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.11.0/24;12595;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.12.0/24;12596;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.13.0/24;12597;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.14.80/28;11425;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.15.0/24;12598;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.16.0/24;12599;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.17.0/24;12600;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.18.0/24;12602;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.19.0/24;12617;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.20.0/24;12603;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.21.0/24;12604;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.22.0/24;12605;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.23.0/24;12606;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.24.0/24;12607;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.25.0/24;12608;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.26.0/24;12609;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.28.0/24;12610;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.29.0/24;12611;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.30.0/24;12612;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.31.0/24;12613;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.32.0/24;12614;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.33.0/24;12615;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.34.0/24;12616;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.35.0/24;12586;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.36.0/24;12585;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.37.0/24;12584;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.38.0/24;12583;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.39.0/24;12554;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.40.0/24;12555;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.41.0/24;12556;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.42.0/24;12557;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.43.0/24;12558;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.44.0/24;12559;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.45.0/24;12560;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.46.0/24;12561;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.47.0/24;12562;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.48.0/24;12563;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.49.0/24;12564;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.50.0/24;12565;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.51.0/24;12566;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.52.0/24;12567;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.53.0/24;12568;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.54.0/24;12569;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.55.0/24;12570;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.56.0/24;12571;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.57.0/24;12573;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.58.0/24;12574;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.59.0/24;12575;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.60.0/24;12576;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.61.0/24;12577;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.62.0/24;12579;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.63.0/24;12580;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.64.0/22;4110;India;IN;Telangana;TG;Hyderabad;17.3846;78.4574
10.211.68.0/24;11298;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.69.0/24;11418;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.70.0/26;12298;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.70.64/26;12295;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.70.128/26;12297;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.70.192/26;12296;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.71.0/26;12308;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.71.64/26;12291;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.71.128/26;12294;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.71.192/26;12292;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.72.0/24;11296;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.73.0/24;10598;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.74.0/24;8995;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.75.0/24;8994;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.76.0/26;12290;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.76.64/26;12287;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.76.128/26;12289;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.76.192/26;12288;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.77.0/24;8993;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.78.0/23;4138;India;IN;Telangana;TG;Hyderabad;17.3846;78.4574
10.211.80.0/24;8992;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.81.0/24;8991;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.82.0/24;12286;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.83.0/24;12285;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.84.0/24;12284;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.85.0/24;12283;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.86.0/23;4139;India;IN;Telangana;TG;Hyderabad;17.3846;78.4574
10.211.88.0/24;12282;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.89.128/25;12281;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.90.0/24;8990;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.91.0/24;12280;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.92.0/25;12293;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.92.128/25;12310;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.93.0/25;12325;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.93.128/25;12311;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.94.0/25;12339;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.94.128/25;12338;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.95.0/25;12337;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.95.128/25;12336;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.96.0/25;12335;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.96.128/25;12334;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.97.0/25;4140;India;IN;Telangana;TG;Hyderabad;17.3846;78.4574
10.211.98.0/24;12333;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.99.0/25;12332;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.99.128/25;12331;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.100.0/24;12374;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.101.0/25;12373;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.101.128/25;12372;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.102.0/25;12371;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.102.128/25;12370;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.103.0/25;12369;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.103.128/25;12368;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.104.0/25;12367;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.104.128/25;12366;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.105.0/25;12365;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.105.128/25;12364;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.106.0/24;8989;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.107.0/25;12363;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.107.128/25;12343;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.108.0/25;12342;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.108.128/25;12341;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.109.0/24;12309;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.110.0/25;12307;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.110.128/26;12650;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.110.192/28;12305;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.111.0/24;12303;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.112.128/25;12302;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.113.0/25;12301;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.114.0/24;8988;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.115.0/24;8987;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.116.0/26;12300;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.116.64/27;11659;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.117.0/24;8986;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.118.0/23;4111;India;IN;Telangana;TG;Hyderabad;17.3846;78.4574
10.211.120.0/24;12299;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.121.0/27;11842;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.122.0/24;8985;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.123.0/24;8984;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.124.0/24;8983;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.125.0/24;8982;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.126.0/25;12651;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.127.0/24;8981;Netherlands;NL;North Holland;07;Amsterdam;52.3534;4.9087
10.211.160.0/26;4531;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.160.64/26;4530;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.160.128/26;4529;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.160.192/26;4528;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.163.128/27;4527;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.164.0/30;7499;India;IN;Gujarat;09;Gandhinagar;23.2167;72.6833
10.211.169.0/27;4510;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.169.64/27;4508;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.169.96/27;4507;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.169.128/27;4506;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.169.160/27;4505;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.169.192/27;4504;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
10.211.169.224/27;4503;India;IN;Maharashtra;16;Mumbai;19.0748;72.8856
